Name,State,County,School_district,Total,pop_spanish,pop_french,pop_slavic,pop_arabic,pop_chinese,pop_korean,pop_unspecified,Eng_only,Eng_only_per,Dual_language,Dual_language_per,Eng_limited_ability,Eng_limited_ability_per,object_id,TARGET_FID,Geographic_Identifier___FIPS_Code,Shape_Length,Shape_Area,pop_indo_european,pop_asian,sch_arabic,sch_chinese,sch_french,sch_indo_european,sch_korean,sch_other,sch_slavic,sch_spanish,sch_asian,sch_unspecified,largest_language,largest_value,largest_per,prop_spanish,prop_french,prop_indo_european,prop_slavic,prop_arabic,prop_chinese,prop_korean,prop_asian,prop_unspecified,most_school,most_value,prop_lower_language_nan,prop_lower_value_nan,prop_major_language_value
Census Tract 31,New York,Bronx County,8,2467,1054,135,0,0,97,0,156,935,37.9,816,33.1,716,29.0,17,69998,36005003100,89484.19290314468,42021479.544509426,82,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,1054,42.72,150.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,150.57,150.57
Census Tract 33,New York,Bronx County,7,3112,1695,84,32,0,0,0,39,1262,40.6,987,31.7,863,27.7,18,69999,36005003300,26308.169404798533,14976220.18495358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1695,54.47,121.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,121.07,121.07
Census Tract 35,New York,Bronx County,7,3344,1665,37,0,0,0,0,67,1551,46.4,944,28.2,849,25.4,19,70000,36005003500,26308.169404798533,14976220.18495358,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,1665,49.79,118.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,118.93,118.93
Census Tract 37,New York,Bronx County,7,254,121,0,0,0,0,0,0,133,52.4,32,12.6,89,35.0,20,70001,36005003700,26308.169404798533,14976220.18495358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,121,47.64,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,8.64,8.64
Census Tract 38,New York,Bronx County,8,1029,745,0,4,0,0,14,9,255,24.8,460,44.7,314,30.5,21,70002,36005003800,89484.19290314468,42021479.544509426,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,745,72.4,106.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,106.43,106.43
Census Tract 39,New York,Bronx County,7,6243,5033,155,0,0,4,0,0,1051,16.8,2923,46.8,2269,36.3,22,70003,36005003900,26308.169404798533,14976220.18495358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,5033,80.62,359.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,359.5,359.5
Census Tract 40.01,New York,Bronx County,8,1357,537,0,0,0,0,0,5,474,34.9,517,38.1,366,27.0,23,70004,36005004001,89484.19290314468,42021479.544509426,341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,537,39.57,76.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,76.71,76.71
Census Tract 41,New York,Bronx County,7,5824,3233,162,0,0,0,0,636,1725,29.6,2752,47.3,1347,23.1,24,70005,36005004100,26308.169404798533,14976220.18495358,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,3233,55.51,230.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,230.93,230.93
Census Tract 42,New York,Bronx County,12,7162,3834,111,0,0,0,0,60,3139,43.8,2528,35.3,1495,20.9,25,70006,36005004200,19626.235113582334,11223879.643251844,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,3834,53.53,255.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,255.6,255.6
Census Tract 43,New York,Bronx County,7,4744,2371,53,0,0,0,0,113,2207,46.5,1280,27.0,1257,26.5,26,70007,36005004300,26308.169404798533,14976220.18495358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2371,49.98,169.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,169.36,169.36
Census Tract 44,New York,Bronx County,12,3982,2114,0,0,4,0,10,0,1713,43.0,1169,29.4,1100,27.6,27,70008,36005004400,19626.235113582334,11223879.643251844,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,2114,53.09,140.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,140.93,140.93
Census Tract 46,New York,Bronx County,8,1584,914,0,0,0,0,0,0,670,42.3,758,47.9,156,9.8,28,70009,36005004600,89484.19290314468,42021479.544509426,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,914,57.7,130.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,130.57,130.57
Census Tract 48,New York,Bronx County,12,3765,2582,9,0,0,0,0,30,1088,28.9,1488,39.5,1189,31.6,29,70010,36005004800,19626.235113582334,11223879.643251844,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,2582,68.58,172.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,172.13,172.13
Census Tract 50.01,New York,Bronx County,12,4189,2462,288,0,145,0,0,9,1242,29.6,1599,38.2,1348,32.2,30,70011,36005005001,19626.235113582334,11223879.643251844,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,2462,58.77,164.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,164.13,164.13
Census Tract 50.02,New York,Bronx County,12,5671,3771,155,8,0,0,0,244,1493,26.3,1711,30.2,2467,43.5,31,70012,36005005002,19626.235113582334,11223879.643251844,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,3771,66.5,251.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,251.4,251.4
Census Tract 51,New York,Bronx County,7,6139,3405,209,0,0,0,0,330,2195,35.8,1790,29.2,2154,35.1,32,70013,36005005100,26308.169404798533,14976220.18495358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,3405,55.47,243.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,243.21,243.21
Census Tract 52,New York,Bronx County,12,1709,804,0,0,0,0,0,41,864,50.6,542,31.7,303,17.7,33,70014,36005005200,19626.235113582334,11223879.643251844,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,804,47.05,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,53.6,53.6
Census Tract 53,New York,Bronx County,9,4418,1756,0,0,0,0,0,559,2103,47.6,1199,27.1,1116,25.3,34,70015,36005005300,17920.408667786927,13482250.588580897,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,spanish,1756,39.75,53.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,33.0,spanish,53.21,53.21
Census Tract 54,New York,Bronx County,12,4664,2398,149,0,17,0,0,185,1881,40.3,1539,33.0,1244,26.7,35,70016,36005005400,19626.235113582334,11223879.643251844,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,2398,51.42,159.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,159.87,159.87
Census Tract 56,New York,Bronx County,12,2447,1602,42,0,20,0,0,60,645,26.4,984,40.2,818,33.4,36,70017,36005005600,19626.235113582334,11223879.643251844,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,1602,65.47,106.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,106.8,106.8
Census Tract 59.02,New York,Bronx County,9,2833,1288,97,0,381,4,0,29,996,35.2,1018,35.9,819,28.9,37,70018,36005005902,17920.408667786927,13482250.588580897,35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,spanish,1288,45.46,39.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,33.0,spanish,39.03,39.03
Census Tract 60,New York,Bronx County,12,1178,891,0,6,0,0,0,0,272,23.1,477,40.5,429,36.4,38,70019,36005006000,19626.235113582334,11223879.643251844,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,891,75.64,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,59.4,59.4
Census Tract 61,New York,Bronx County,9,3694,543,0,11,0,0,0,294,2791,75.6,647,17.5,256,6.9,39,70020,36005006100,17920.408667786927,13482250.588580897,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,spanish,543,14.7,16.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,33.0,spanish,16.45,16.45
Census Tract 62,New York,Bronx County,12,5835,3345,125,0,0,0,0,34,2307,39.5,2282,39.1,1246,21.4,40,70021,36005006200,19626.235113582334,11223879.643251844,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,3345,57.33,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,223.0,223.0
Census Tract 63.01,New York,Bronx County,9,5800,2218,405,255,133,77,0,353,2287,39.4,1965,33.9,1548,26.7,41,70022,36005006301,17920.408667786927,13482250.588580897,27,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,spanish,2218,38.24,67.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,33.0,spanish,67.21,67.21
Census Tract 63.02,New York,Bronx County,9,0,0,0,0,0,0,0,0,0,,0,,0,,42,70023,36005006302,17920.408667786927,13482250.588580897,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,spanish,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,33.0,,,0.0
Census Tract 64,New York,Bronx County,12,3647,1542,300,0,0,0,0,91,1634,44.8,1051,28.8,962,26.4,43,70024,36005006400,19626.235113582334,11223879.643251844,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,1542,42.28,102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,102.8,102.8
Census Tract 65,New York,Bronx County,7,4323,2188,248,21,0,65,4,93,1693,39.2,1734,40.1,896,20.7,44,70025,36005006500,26308.169404798533,14976220.18495358,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,2188,50.61,156.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,156.29,156.29
Census Tract 67,New York,Bronx County,7,5603,4292,71,23,0,0,0,37,1180,21.1,2708,48.3,1715,30.6,45,70026,36005006700,26308.169404798533,14976220.18495358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,4292,76.6,306.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,306.57,306.57
Census Tract 68,New York,Bronx County,12,2342,986,0,0,0,0,0,48,1071,45.7,665,28.4,606,25.9,46,70027,36005006800,19626.235113582334,11223879.643251844,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,986,42.1,65.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,65.73,65.73
Census Tract 69,New York,Bronx County,7,6124,3111,12,10,0,28,0,750,2213,36.1,2079,33.9,1832,29.9,47,70028,36005006900,26308.169404798533,14976220.18495358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,spanish,3111,50.8,222.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,14.0,spanish,222.21,222.21
Census Tract 70,New York,Bronx County,12,3905,1743,99,0,14,17,0,12,1687,43.2,1049,26.9,1169,29.9,48,70029,36005007000,19626.235113582334,11223879.643251844,333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,spanish,1743,44.64,116.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,15.0,spanish,116.2,116.2
Census Tract 71,New York,Bronx County,8,2448,1520,0,0,0,0,0,80,814,33.3,1049,42.9,585,23.9,49,70030,36005007100,89484.19290314468,42021479.544509426,21,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,spanish,1520,62.09,217.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spanish,7.0,spanish,217.14,217.14
